Country,Year,Series,Value
Nigeria,1995,GDP real rates of growth (percent),-0.10
Nigeria,2005,GDP real rates of growth (percent),6.40
Nigeria,2010,GDP real rates of growth (percent),8.00
Nigeria,2015,GDP real rates of growth (percent),2.70
Nigeria,2020,GDP real rates of growth (percent),-1.80
Nigeria,2021,GDP real rates of growth (percent),3.60
Nigeria,2022,GDP real rates of growth (percent),3.30
North Macedonia,1995,GDP in current prices (millions of US dollars),4707.00
North Macedonia,2005,GDP in current prices (millions of US dollars),6259.00
North Macedonia,2010,GDP in current prices (millions of US dollars),9407.00
North Macedonia,2015,GDP in current prices (millions of US dollars),10065.00
North Macedonia,2020,GDP in current prices (millions of US dollars),12361.00
North Macedonia,2021,GDP in current prices (millions of US dollars),14000.00
North Macedonia,2022,GDP in current prices (millions of US dollars),13711.00
North Macedonia,1995,GDP per capita (US dollars),2373.00
North Macedonia,2005,GDP per capita (US dollars),3011.00
North Macedonia,2010,GDP per capita (US dollars),4493.00
North Macedonia,2015,GDP per capita (US dollars),4775.00
North Macedonia,2020,GDP per capita (US dollars),5855.00
North Macedonia,2021,GDP per capita (US dollars),6656.00
North Macedonia,2022,GDP per capita (US dollars),6549.00
North Macedonia,1995,GDP in constant 2015 prices (millions of US dollars),5748.00
North Macedonia,2005,GDP in constant 2015 prices (millions of US dollars),7335.00
North Macedonia,2010,GDP in constant 2015 prices (millions of US dollars),8919.00
North Macedonia,2015,GDP in constant 2015 prices (millions of US dollars),10065.00
North Macedonia,2020,GDP in constant 2015 prices (millions of US dollars),10661.00
North Macedonia,2021,GDP in constant 2015 prices (millions of US dollars),11141.00
North Macedonia,2022,GDP in constant 2015 prices (millions of US dollars),11386.00
North Macedonia,1995,GDP real rates of growth (percent),-1.10
North Macedonia,2005,GDP real rates of growth (percent),4.70
North Macedonia,2010,GDP real rates of growth (percent),3.40
North Macedonia,2015,GDP real rates of growth (percent),3.90
North Macedonia,2020,GDP real rates of growth (percent),-4.70
North Macedonia,2021,GDP real rates of growth (percent),4.50
North Macedonia,2022,GDP real rates of growth (percent),2.20
Norway,1995,GDP in current prices (millions of US dollars),152031.00
Norway,2005,GDP in current prices (millions of US dollars),309979.00
Norway,2010,GDP in current prices (millions of US dollars),431052.00
Norway,2015,GDP in current prices (millions of US dollars),388160.00
Norway,2020,GDP in current prices (millions of US dollars),367633.00
Norway,2021,GDP in current prices (millions of US dollars),490293.00
Norway,2022,GDP in current prices (millions of US dollars),579422.00
Norway,1995,GDP per capita (US dollars),34875.00
Norway,2005,GDP per capita (US dollars),67041.00
Norway,2010,GDP per capita (US dollars),88154.00
Norway,2015,GDP per capita (US dollars),74785.00
Norway,2020,GDP per capita (US dollars),68335.00
Norway,2021,GDP per capita (US dollars),90744.00
Norway,2022,GDP per capita (US dollars),106623.00
Norway,1995,GDP in constant 2015 prices (millions of US dollars),254492.00
Norway,2005,GDP in constant 2015 prices (millions of US dollars),339924.00
Norway,2010,GDP in constant 2015 prices (millions of US dollars),355959.00
Norway,2015,GDP in constant 2015 prices (millions of US dollars),388160.00
Norway,2020,GDP in constant 2015 prices (millions of US dollars),405006.00
Norway,2021,GDP in constant 2015 prices (millions of US dollars),420794.00
Norway,2022,GDP in constant 2015 prices (millions of US dollars),434585.00
Norway,1995,GDP real rates of growth (percent),4.20
Norway,2005,GDP real rates of growth (percent),2.70
Norway,2010,GDP real rates of growth (percent),0.80
Norway,2015,GDP real rates of growth (percent),1.90
Norway,2020,GDP real rates of growth (percent),-1.30
Norway,2021,GDP real rates of growth (percent),3.90
Norway,2022,GDP real rates of growth (percent),3.30
Oman,1995,GDP in current prices (millions of US dollars),14416.00
Oman,2005,GDP in current prices (millions of US dollars),35507.00
Oman,2010,GDP in current prices (millions of US dollars),64994.00
Oman,2015,GDP in current prices (millions of US dollars),78711.00
Oman,2020,GDP in current prices (millions of US dollars),75909.00
Oman,2021,GDP in current prices (millions of US dollars),88192.00
Oman,2022,GDP in current prices (millions of US dollars),114667.00
Oman,1995,GDP per capita (US dollars),6635.00
Oman,2005,GDP per capita (US dollars),14117.00
Oman,2010,GDP per capita (US dollars),22552.00
Oman,2015,GDP per capita (US dollars),18777.00
Oman,2020,GDP per capita (US dollars),16708.00
Oman,2021,GDP per capita (US dollars),19509.00
Oman,2022,GDP per capita (US dollars),25057.00
Oman,1995,GDP in constant 2015 prices (millions of US dollars),35587.00
Oman,2005,GDP in constant 2015 prices (millions of US dollars),48284.00
Oman,2010,GDP in constant 2015 prices (millions of US dollars),62776.00
Oman,2015,GDP in constant 2015 prices (millions of US dollars),78711.00
Oman,2020,GDP in constant 2015 prices (millions of US dollars),80247.00
Oman,2021,GDP in constant 2015 prices (millions of US dollars),82728.00
Oman,2022,GDP in constant 2015 prices (millions of US dollars),86295.00
Oman,1995,GDP real rates of growth (percent),7.70
Oman,2005,GDP real rates of growth (percent),2.80
Oman,2010,GDP real rates of growth (percent),2.50
Oman,2015,GDP real rates of growth (percent),5.00
Oman,2020,GDP real rates of growth (percent),-3.40
Oman,2021,GDP real rates of growth (percent),3.10
Oman,2022,GDP real rates of growth (percent),4.30
Pakistan,1995,GDP in current prices (millions of US dollars),77266.00
Pakistan,2005,GDP in current prices (millions of US dollars),117708.00
Pakistan,2010,GDP in current prices (millions of US dollars),182960.00
Pakistan,2015,GDP in current prices (millions of US dollars),297019.00
Pakistan,2020,GDP in current prices (millions of US dollars),293752.00
Pakistan,2021,GDP in current prices (millions of US dollars),342501.00
Pakistan,2022,GDP in current prices (millions of US dollars),326797.00
Pakistan,1995,GDP per capita (US dollars),580.00
Pakistan,2005,GDP per capita (US dollars),675.00
Pakistan,2010,GDP per capita (US dollars),941.00
Pakistan,2015,GDP per capita (US dollars),1408.00
Pakistan,2020,GDP per capita (US dollars),1293.00
Pakistan,2021,GDP per capita (US dollars),1480.00
Pakistan,2022,GDP per capita (US dollars),1386.00
Pakistan,1995,GDP in constant 2015 prices (millions of US dollars),123848.00
Pakistan,2005,GDP in constant 2015 prices (millions of US dollars),185487.00
Pakistan,2010,GDP in constant 2015 prices (millions of US dollars),230017.00
Pakistan,2015,GDP in constant 2015 prices (millions of US dollars),297019.00
Pakistan,2020,GDP in constant 2015 prices (millions of US dollars),355787.00
Pakistan,2021,GDP in constant 2015 prices (millions of US dollars),378868.00
Pakistan,2022,GDP in constant 2015 prices (millions of US dollars),402312.00
Pakistan,1995,GDP real rates of growth (percent),5.00
Pakistan,2005,GDP real rates of growth (percent),7.70
Pakistan,2010,GDP real rates of growth (percent),2.80
Pakistan,2015,GDP real rates of growth (percent),6.00
Pakistan,2020,GDP real rates of growth (percent),-1.30
Pakistan,2021,GDP real rates of growth (percent),6.50
Pakistan,2022,GDP real rates of growth (percent),6.20
Palau,1995,GDP in current prices (millions of US dollars),110.00
Palau,2005,GDP in current prices (millions of US dollars),185.00
Palau,2010,GDP in current prices (millions of US dollars),183.00
Palau,2015,GDP in current prices (millions of US dollars),280.00
Palau,2020,GDP in current prices (millions of US dollars),252.00
Palau,2021,GDP in current prices (millions of US dollars),218.00
Palau,2022,GDP in current prices (millions of US dollars),226.00
Palau,1995,GDP per capita (US dollars),6415.00
Palau,2005,GDP per capita (US dollars),9316.00
Palau,2010,GDP per capita (US dollars),9883.00
Palau,2015,GDP per capita (US dollars),15760.00
Palau,2020,GDP per capita (US dollars),14014.00
Palau,2021,GDP per capita (US dollars),12084.00
Palau,2022,GDP per capita (US dollars),12498.00
Palau,1995,GDP in constant 2015 prices (millions of US dollars),225.00
Palau,2005,GDP in constant 2015 prices (millions of US dollars),262.00
Palau,2010,GDP in constant 2015 prices (millions of US dollars),235.00
Palau,2015,GDP in constant 2015 prices (millions of US dollars),280.00
Palau,2020,GDP in constant 2015 prices (millions of US dollars),249.00
Palau,2021,GDP in constant 2015 prices (millions of US dollars),216.00
Palau,2022,GDP in constant 2015 prices (millions of US dollars),210.00
Palau,1995,GDP real rates of growth (percent),16.60
Palau,2005,GDP real rates of growth (percent),2.10
Palau,2010,GDP real rates of growth (percent),0.40
Palau,2015,GDP real rates of growth (percent),8.80
Palau,2020,GDP real rates of growth (percent),-9.10
Palau,2021,GDP real rates of growth (percent),-13.30
Palau,2022,GDP real rates of growth (percent),-2.60
Panama,1995,GDP in current prices (millions of US dollars),9188.00
Panama,2005,GDP in current prices (millions of US dollars),15714.00
Panama,2010,GDP in current prices (millions of US dollars),29729.00
Panama,2015,GDP in current prices (millions of US dollars),55517.00
Panama,2020,GDP in current prices (millions of US dollars),57087.00
Panama,2021,GDP in current prices (millions of US dollars),67407.00
Panama,2022,GDP in current prices (millions of US dollars),76523.00
Panama,1995,GDP per capita (US dollars),3383.00
Panama,2005,GDP per capita (US dollars),4753.00
Panama,2010,GDP per capita (US dollars),8204.00
Panama,2015,GDP per capita (US dollars),14030.00
Panama,2020,GDP per capita (US dollars),13293.00
Panama,2021,GDP per capita (US dollars),15491.00
Panama,2022,GDP per capita (US dollars),17358.00
Panama,1995,GDP in constant 2015 prices (millions of US dollars),16806.00
Panama,2005,GDP in constant 2015 prices (millions of US dollars),26026.00
Panama,2010,GDP in constant 2015 prices (millions of US dollars),37639.00
Panama,2015,GDP in constant 2015 prices (millions of US dollars),55517.00
Panama,2020,GDP in constant 2015 prices (millions of US dollars),54777.00
Panama,2021,GDP in constant 2015 prices (millions of US dollars),63452.00
Panama,2022,GDP in constant 2015 prices (millions of US dollars),70310.00
Panama,1995,GDP real rates of growth (percent),1.80
Panama,2005,GDP real rates of growth (percent),7.20
Panama,2010,GDP real rates of growth (percent),6.20
Panama,2015,GDP real rates of growth (percent),6.10
Panama,2020,GDP real rates of growth (percent),-17.70
Panama,2021,GDP real rates of growth (percent),15.80
Panama,2022,GDP real rates of growth (percent),10.80
Papua New Guinea,1995,GDP in current prices (millions of US dollars),7316.00
Papua New Guinea,2005,GDP in current prices (millions of US dollars),7355.00
Papua New Guinea,2010,GDP in current prices (millions of US dollars),14251.00
Papua New Guinea,2015,GDP in current prices (millions of US dollars),21723.00
Papua New Guinea,2020,GDP in current prices (millions of US dollars),23848.00
Papua New Guinea,2021,GDP in current prices (millions of US dollars),26113.00
Papua New Guinea,2022,GDP in current prices (millions of US dollars),31610.00
Papua New Guinea,1995,GDP per capita (US dollars),1585.00
Papua New Guinea,2005,GDP per capita (US dollars),1132.00
Papua New Guinea,2010,GDP per capita (US dollars),1879.00
Papua New Guinea,2015,GDP per capita (US dollars),2502.00
Papua New Guinea,2020,GDP per capita (US dollars),2446.00
Papua New Guinea,2021,GDP per capita (US dollars),2625.00
Papua New Guinea,2022,GDP per capita (US dollars),3117.00
Papua New Guinea,1995,GDP in constant 2015 prices (millions of US dollars),10937.00
Papua New Guinea,2005,GDP in constant 2015 prices (millions of US dollars),12634.00
Papua New Guinea,2010,GDP in constant 2015 prices (millions of US dollars),16340.00
Papua New Guinea,2015,GDP in constant 2015 prices (millions of US dollars),21723.00
Papua New Guinea,2020,GDP in constant 2015 prices (millions of US dollars),23937.00
Papua New Guinea,2021,GDP in constant 2015 prices (millions of US dollars),23750.00
Papua New Guinea,2022,GDP in constant 2015 prices (millions of US dollars),24977.00
Papua New Guinea,1995,GDP real rates of growth (percent),-3.30
Papua New Guinea,2005,GDP real rates of growth (percent),3.90
Papua New Guinea,2010,GDP real rates of growth (percent),10.10
Papua New Guinea,2015,GDP real rates of growth (percent),6.60
Papua New Guinea,2020,GDP real rates of growth (percent),-3.20
Papua New Guinea,2021,GDP real rates of growth (percent),-0.80
Papua New Guinea,2022,GDP real rates of growth (percent),5.20
Paraguay,1995,GDP in current prices (millions of US dollars),10440.00
Paraguay,2005,GDP in current prices (millions of US dollars),11306.00
Paraguay,2010,GDP in current prices (millions of US dollars),27261.00
Paraguay,2015,GDP in current prices (millions of US dollars),36211.00
Paraguay,2020,GDP in current prices (millions of US dollars),35432.00
Paraguay,2021,GDP in current prices (millions of US dollars),39951.00
Paraguay,2022,GDP in current prices (millions of US dollars),41722.00
Paraguay,1995,GDP per capita (US dollars),2268.00
Paraguay,2005,GDP per capita (US dollars),2064.00
Paraguay,2010,GDP per capita (US dollars),4726.00
Paraguay,2015,GDP per capita (US dollars),5861.00
Paraguay,2020,GDP per capita (US dollars),5353.00
Paraguay,2021,GDP per capita (US dollars),5959.00
Paraguay,2022,GDP per capita (US dollars),6153.00
Paraguay,1995,GDP in constant 2015 prices (millions of US dollars),17720.00
Paraguay,2005,GDP in constant 2015 prices (millions of US dollars),22845.00
Paraguay,2010,GDP in constant 2015 prices (millions of US dollars),29786.00
Paraguay,2015,GDP in constant 2015 prices (millions of US dollars),36211.00
Paraguay,2020,GDP in constant 2015 prices (millions of US dollars),40344.00
Paraguay,2021,GDP in constant 2015 prices (millions of US dollars),41964.00
Paraguay,2022,GDP in constant 2015 prices (millions of US dollars),41996.00
Paraguay,1995,GDP real rates of growth (percent),5.40
Paraguay,2005,GDP real rates of growth (percent),2.10
Paraguay,2010,GDP real rates of growth (percent),11.10
Paraguay,2015,GDP real rates of growth (percent),3.00
Paraguay,2020,GDP real rates of growth (percent),-0.80
Paraguay,2021,GDP real rates of growth (percent),4.00
Paraguay,2022,GDP real rates of growth (percent),0.10
Peru,1995,GDP in current prices (millions of US dollars),53371.00
Peru,2005,GDP in current prices (millions of US dollars),76080.00
Peru,2010,GDP in current prices (millions of US dollars),147528.00
Peru,2015,GDP in current prices (millions of US dollars),189803.00
Peru,2020,GDP in current prices (millions of US dollars),201948.00
Peru,2021,GDP in current prices (millions of US dollars),223718.00
Peru,2022,GDP in current prices (millions of US dollars),242632.00
Peru,1995,GDP per capita (US dollars),2183.00
Peru,2005,GDP per capita (US dollars),2703.00
Peru,2010,GDP per capita (US dollars),5047.00
Peru,2015,GDP per capita (US dollars),6180.00
Peru,2020,GDP per capita (US dollars),6064.00
Peru,2021,GDP per capita (US dollars),6635.00
Peru,2022,GDP per capita (US dollars),7126.00
Peru,1995,GDP in constant 2015 prices (millions of US dollars),76918.00
Peru,2005,GDP in constant 2015 prices (millions of US dollars),107772.00
Peru,2010,GDP in constant 2015 prices (millions of US dollars),150299.00
Peru,2015,GDP in constant 2015 prices (millions of US dollars),189803.00
Peru,2020,GDP in constant 2015 prices (millions of US dollars),191646.00
Peru,2021,GDP in constant 2015 prices (millions of US dollars),217360.00
Peru,2022,GDP in constant 2015 prices (millions of US dollars),223194.00
Peru,1995,GDP real rates of growth (percent),7.40
Peru,2005,GDP real rates of growth (percent),6.30
Peru,2010,GDP real rates of growth (percent),8.30
Peru,2015,GDP real rates of growth (percent),3.30
Peru,2020,GDP real rates of growth (percent),-10.90
Peru,2021,GDP real rates of growth (percent),13.40
Peru,2022,GDP real rates of growth (percent),2.70
Philippines,1995,GDP in current prices (millions of US dollars),84644.00
Philippines,2005,GDP in current prices (millions of US dollars),107420.00
Philippines,2010,GDP in current prices (millions of US dollars),208369.00
Philippines,2015,GDP in current prices (millions of US dollars),306446.00
Philippines,2020,GDP in current prices (millions of US dollars),361751.00
Philippines,2021,GDP in current prices (millions of US dollars),394087.00
Philippines,2022,GDP in current prices (millions of US dollars),404284.00
Philippines,1995,GDP per capita (US dollars),1222.00
Philippines,2005,GDP per capita (US dollars),1245.00
Philippines,2010,GDP per capita (US dollars),2202.00
Philippines,2015,GDP per capita (US dollars),2974.00
Philippines,2020,GDP per capita (US dollars),3224.00
Philippines,2021,GDP per capita (US dollars),3461.00
Philippines,2022,GDP per capita (US dollars),3499.00
Philippines,1995,GDP in constant 2015 prices (millions of US dollars),119492.00
Philippines,2005,GDP in constant 2015 prices (millions of US dollars),179366.00
Philippines,2010,GDP in constant 2015 prices (millions of US dollars),228622.00
Philippines,2015,GDP in constant 2015 prices (millions of US dollars),306446.00
Philippines,2020,GDP in constant 2015 prices (millions of US dollars),358511.00
Philippines,2021,GDP in constant 2015 prices (millions of US dollars),378999.00
Philippines,2022,GDP in constant 2015 prices (millions of US dollars),407690.00
Philippines,1995,GDP real rates of growth (percent),4.60
Philippines,2005,GDP real rates of growth (percent),4.90
Philippines,2010,GDP real rates of growth (percent),7.30
Philippines,2015,GDP real rates of growth (percent),6.30
Philippines,2020,GDP real rates of growth (percent),-9.50
Philippines,2021,GDP real rates of growth (percent),5.70
Philippines,2022,GDP real rates of growth (percent),7.60
Poland,1995,GDP in current prices (millions of US dollars),142294.00
Poland,2005,GDP in current prices (millions of US dollars),306146.00
Poland,2010,GDP in current prices (millions of US dollars),475697.00
Poland,2015,GDP in current prices (millions of US dollars),477111.00
Poland,2020,GDP in current prices (millions of US dollars),599443.00
Poland,2021,GDP in current prices (millions of US dollars),681346.00
Poland,2022,GDP in current prices (millions of US dollars),688125.00
Poland,1995,GDP per capita (US dollars),3705.00
Poland,2005,GDP per capita (US dollars),7936.00
Poland,2010,GDP per capita (US dollars),12325.00
Poland,2015,GDP per capita (US dollars),12375.00
Poland,2020,GDP per capita (US dollars),15599.00
Poland,2021,GDP per capita (US dollars),17786.00
Poland,2022,GDP per capita (US dollars),17265.00
Poland,1995,GDP in constant 2015 prices (millions of US dollars),217230.00
Poland,2005,GDP in constant 2015 prices (millions of US dollars),326494.00
Poland,2010,GDP in constant 2015 prices (millions of US dollars),409175.00
Poland,2015,GDP in constant 2015 prices (millions of US dollars),477111.00
Poland,2020,GDP in constant 2015 prices (millions of US dollars),559958.00
Poland,2021,GDP in constant 2015 prices (millions of US dollars),598792.00
Poland,2022,GDP in constant 2015 prices (millions of US dollars),630290.00
Poland,1995,GDP real rates of growth (percent),7.00
Poland,2005,GDP real rates of growth (percent),3.50
Poland,2010,GDP real rates of growth (percent),2.90
Poland,2015,GDP real rates of growth (percent),4.40
Poland,2020,GDP real rates of growth (percent),-2.00
Poland,2021,GDP real rates of growth (percent),6.90
Poland,2022,GDP real rates of growth (percent),5.30
Portugal,1995,GDP in current prices (millions of US dollars),118120.00
Portugal,2005,GDP in current prices (millions of US dollars),197175.00
Portugal,2010,GDP in current prices (millions of US dollars),237881.00
Portugal,2015,GDP in current prices (millions of US dollars),199314.00
Portugal,2020,GDP in current prices (millions of US dollars),229032.00
Portugal,2021,GDP in current prices (millions of US dollars),255535.00
Portugal,2022,GDP in current prices (millions of US dollars),254850.00
Portugal,1995,GDP per capita (US dollars),11752.00
Portugal,2005,GDP per capita (US dollars),18737.00
Portugal,2010,GDP per capita (US dollars),22466.00
Portugal,2015,GDP per capita (US dollars),19229.00
Portugal,2020,GDP per capita (US dollars),22240.00
Portugal,2021,GDP per capita (US dollars),24833.00
Portugal,2022,GDP per capita (US dollars),24813.00
Portugal,1995,GDP in constant 2015 prices (millions of US dollars),158239.00
Portugal,2005,GDP in constant 2015 prices (millions of US dollars),201835.00
Portugal,2010,GDP in constant 2015 prices (millions of US dollars),207893.00
Portugal,2015,GDP in constant 2015 prices (millions of US dollars),199314.00
Portugal,2020,GDP in constant 2015 prices (millions of US dollars),203823.00
Portugal,2021,GDP in constant 2015 prices (millions of US dollars),215517.00
Portugal,2022,GDP in constant 2015 prices (millions of US dollars),230232.00
Portugal,1995,GDP real rates of growth (percent),4.30
Portugal,2005,GDP real rates of growth (percent),0.80
Portugal,2010,GDP real rates of growth (percent),1.70
Portugal,2015,GDP real rates of growth (percent),1.80
Portugal,2020,GDP real rates of growth (percent),-8.30
Portugal,2021,GDP real rates of growth (percent),5.70
Portugal,2022,GDP real rates of growth (percent),6.80
Puerto Rico,1995,GDP in current prices (millions of US dollars),43246.00
Puerto Rico,2005,GDP in current prices (millions of US dollars),83915.00
Puerto Rico,2010,GDP in current prices (millions of US dollars),98381.00
Puerto Rico,2015,GDP in current prices (millions of US dollars),103376.00
Puerto Rico,2020,GDP in current prices (millions of US dollars),103131.00
Puerto Rico,2021,GDP in current prices (millions of US dollars),106369.00
Puerto Rico,2022,GDP in current prices (millions of US dollars),113435.00
Puerto Rico,1995,GDP per capita (US dollars),11673.00
Puerto Rico,2005,GDP per capita (US dollars),22051.00
Puerto Rico,2010,GDP per capita (US dollars),26461.00
Puerto Rico,2015,GDP per capita (US dollars),29558.00
Puerto Rico,2020,GDP per capita (US dollars),31523.00
Puerto Rico,2021,GDP per capita (US dollars),32668.00
Puerto Rico,2022,GDP per capita (US dollars),34877.00
Puerto Rico,1995,GDP in constant 2015 prices (millions of US dollars),85278.00
Puerto Rico,2005,GDP in constant 2015 prices (millions of US dollars),113935.00
Puerto Rico,2010,GDP in constant 2015 prices (millions of US dollars),106406.00
Puerto Rico,2015,GDP in constant 2015 prices (millions of US dollars),103376.00
Puerto Rico,2020,GDP in constant 2015 prices (millions of US dollars),92339.00
Puerto Rico,2021,GDP in constant 2015 prices (millions of US dollars),92738.00
Puerto Rico,2022,GDP in constant 2015 prices (millions of US dollars),95855.00
Puerto Rico,1995,GDP real rates of growth (percent),4.50
Puerto Rico,2005,GDP real rates of growth (percent),-2.00
Puerto Rico,2010,GDP real rates of growth (percent),-0.40
Puerto Rico,2015,GDP real rates of growth (percent),-1.00
Puerto Rico,2020,GDP real rates of growth (percent),-4.20
Puerto Rico,2021,GDP real rates of growth (percent),0.40
Puerto Rico,2022,GDP real rates of growth (percent),3.40
Qatar,1995,GDP in current prices (millions of US dollars),8138.00
Qatar,2005,GDP in current prices (millions of US dollars),44530.00
Qatar,2010,GDP in current prices (millions of US dollars),125122.00
Qatar,2015,GDP in current prices (millions of US dollars),161740.00
Qatar,2020,GDP in current prices (millions of US dollars),144411.00
Qatar,2021,GDP in current prices (millions of US dollars),179732.00
Qatar,2022,GDP in current prices (millions of US dollars),237101.00
Qatar,1995,GDP per capita (US dollars),15798.00
Qatar,2005,GDP per capita (US dollars),52468.00
Qatar,2010,GDP per capita (US dollars),73021.00
Qatar,2015,GDP per capita (US dollars),66985.00
Qatar,2020,GDP per capita (US dollars),52316.00
Qatar,2021,GDP per capita (US dollars),66859.00
Qatar,2022,GDP per capita (US dollars),87974.00
Qatar,1995,GDP in constant 2015 prices (millions of US dollars),20365.00
Qatar,2005,GDP in constant 2015 prices (millions of US dollars),51250.00
Qatar,2010,GDP in constant 2015 prices (millions of US dollars),117318.00
Qatar,2015,GDP in constant 2015 prices (millions of US dollars),161740.00
Qatar,2020,GDP in constant 2015 prices (millions of US dollars),161417.00
Qatar,2021,GDP in constant 2015 prices (millions of US dollars),164043.00
Qatar,2022,GDP in constant 2015 prices (millions of US dollars),171752.00
Qatar,1995,GDP real rates of growth (percent),2.40
Qatar,2005,GDP real rates of growth (percent),7.50
Qatar,2010,GDP real rates of growth (percent),16.70
Qatar,2015,GDP real rates of growth (percent),4.80
Qatar,2020,GDP real rates of growth (percent),-3.60
Qatar,2021,GDP real rates of growth (percent),1.60
Qatar,2022,GDP real rates of growth (percent),4.70
Republic of Korea,1995,GDP in current prices (millions of US dollars),566581.00
Republic of Korea,2005,GDP in current prices (millions of US dollars),934901.00
Republic of Korea,2010,GDP in current prices (millions of US dollars),1144067.00
Republic of Korea,2015,GDP in current prices (millions of US dollars),1465773.00
Republic of Korea,2020,GDP in current prices (millions of US dollars),1644313.00
Republic of Korea,2021,GDP in current prices (millions of US dollars),1818432.00
Republic of Korea,2022,GDP in current prices (millions of US dollars),1673917.00
Republic of Korea,1995,GDP per capita (US dollars),12482.00
Republic of Korea,2005,GDP per capita (US dollars),19522.00
Republic of Korea,2010,GDP per capita (US dollars),23438.00
Republic of Korea,2015,GDP per capita (US dollars),28744.00
Republic of Korea,2020,GDP per capita (US dollars),31716.00
Republic of Korea,2021,GDP per capita (US dollars),35084.00
Republic of Korea,2022,GDP per capita (US dollars),32305.00
Republic of Korea,1995,GDP in constant 2015 prices (millions of US dollars),604638.00
Republic of Korea,2005,GDP in constant 2015 prices (millions of US dollars),1021193.00
Republic of Korea,2010,GDP in constant 2015 prices (millions of US dollars),1261202.00
Republic of Korea,2015,GDP in constant 2015 prices (millions of US dollars),1465773.00
Republic of Korea,2020,GDP in constant 2015 prices (millions of US dollars),1626231.00
Republic of Korea,2021,GDP in constant 2015 prices (millions of US dollars),1696236.00
Republic of Korea,2022,GDP in constant 2015 prices (millions of US dollars),1740553.00
Republic of Korea,1995,GDP real rates of growth (percent),9.60
Republic of Korea,2005,GDP real rates of growth (percent),4.30
Republic of Korea,2010,GDP real rates of growth (percent),6.80
Republic of Korea,2015,GDP real rates of growth (percent),2.80
Republic of Korea,2020,GDP real rates of growth (percent),-0.70
Republic of Korea,2021,GDP real rates of growth (percent),4.30
Republic of Korea,2022,GDP real rates of growth (percent),2.60
Republic of Moldova,1995,GDP in current prices (millions of US dollars),2121.00
Republic of Moldova,2005,GDP in current prices (millions of US dollars),3587.00
Republic of Moldova,2010,GDP in current prices (millions of US dollars),6975.00
Republic of Moldova,2015,GDP in current prices (millions of US dollars),7798.00
Republic of Moldova,2020,GDP in current prices (millions of US dollars),11531.00
Republic of Moldova,2021,GDP in current prices (millions of US dollars),13692.00
Republic of Moldova,2022,GDP in current prices (millions of US dollars),14510.00
Republic of Moldova,1995,GDP per capita (US dollars),475.00
Republic of Moldova,2005,GDP per capita (US dollars),896.00
Republic of Moldova,2010,GDP per capita (US dollars),1896.00
Republic of Moldova,2015,GDP per capita (US dollars),2379.00
Republic of Moldova,2020,GDP per capita (US dollars),3738.00
Republic of Moldova,2021,GDP per capita (US dollars),4472.00
Republic of Moldova,2022,GDP per capita (US dollars),4433.00
Republic of Moldova,1995,GDP in constant 2015 prices (millions of US dollars),4479.00
Republic of Moldova,2005,GDP in constant 2015 prices (millions of US dollars),5564.00
Republic of Moldova,2010,GDP in constant 2015 prices (millions of US dollars),6520.00
Republic of Moldova,2015,GDP in constant 2015 prices (millions of US dollars),7798.00
Republic of Moldova,2020,GDP in constant 2015 prices (millions of US dollars),8405.00
Republic of Moldova,2021,GDP in constant 2015 prices (millions of US dollars),9573.00
Republic of Moldova,2022,GDP in constant 2015 prices (millions of US dollars),9004.00
Republic of Moldova,1995,GDP real rates of growth (percent),-1.40
Republic of Moldova,2005,GDP real rates of growth (percent),7.50
Republic of Moldova,2010,GDP real rates of growth (percent),7.10
Republic of Moldova,2015,GDP real rates of growth (percent),-0.70
Republic of Moldova,2020,GDP real rates of growth (percent),-8.30
Republic of Moldova,2021,GDP real rates of growth (percent),13.90
Republic of Moldova,2022,GDP real rates of growth (percent),-5.90
Romania,1995,GDP in current prices (millions of US dollars),37430.00
Romania,2005,GDP in current prices (millions of US dollars),98454.00
Romania,2010,GDP in current prices (millions of US dollars),170029.00
Romania,2015,GDP in current prices (millions of US dollars),177884.00
Romania,2020,GDP in current prices (millions of US dollars),251362.00
Romania,2021,GDP in current prices (millions of US dollars),285810.00
Romania,2022,GDP in current prices (millions of US dollars),300691.00
Romania,1995,GDP per capita (US dollars),1661.00
Romania,2005,GDP per capita (US dollars),4668.00
Romania,2010,GDP per capita (US dollars),8361.00
Romania,2015,GDP per capita (US dollars),8936.00
Romania,2020,GDP per capita (US dollars),12929.00
Romania,2021,GDP per capita (US dollars),14787.00
Romania,2022,GDP per capita (US dollars),15295.00
Romania,1995,GDP in constant 2015 prices (millions of US dollars),103671.00
Romania,2005,GDP in constant 2015 prices (millions of US dollars),134852.00
Romania,2010,GDP in constant 2015 prices (millions of US dollars),155041.00
Romania,2015,GDP in constant 2015 prices (millions of US dollars),177884.00
Romania,2020,GDP in constant 2015 prices (millions of US dollars),209971.00
Romania,2021,GDP in constant 2015 prices (millions of US dollars),221958.00
Romania,2022,GDP in constant 2015 prices (millions of US dollars),232157.00
Romania,1995,GDP real rates of growth (percent),7.60
Romania,2005,GDP real rates of growth (percent),4.70
Romania,2010,GDP real rates of growth (percent),-3.90
Romania,2015,GDP real rates of growth (percent),3.20
Romania,2020,GDP real rates of growth (percent),-3.70
Romania,2021,GDP real rates of growth (percent),5.70
Romania,2022,GDP real rates of growth (percent),4.60
