customer_age,customer_income,home_ownership,loan_intent,loan_grade,loan_amount,loan_int_rate,term_years,cred_hist_length,Current_loan_status
36,34000,RENT,DEBT CONSOLIDATION,B,8000,10.99,6,16,NO DEFAULT
39,35000,RENT,EDUCATION,C,8000,13.22,9,14,NO DEFAULT
47,30000,RENT,DEBT CONSOLIDATION,B,8000,12.18,7,11,DEFAULT
39,60000,MORTGAGE,DEBT CONSOLIDATION,A,12800,6.62,9,14,NO DEFAULT
36,30500,RENT,HOME IMPROVEMENT,B,8000,11.11,6,13,DEFAULT
36,31000,RENT,MEDICAL,D,8000,14.11,6,12,DEFAULT
37,54000,MORTGAGE,EDUCATION,D,3500,16.89,7,13,DEFAULT
42,60000,MORTGAGE,MEDICAL,A,8000,5.42,2,13,NO DEFAULT
40,60000,MORTGAGE,HOME IMPROVEMENT,A,14400,5.42,4,12,NO DEFAULT
46,60000,OWN,EDUCATION,C,4100,13.49,6,11,NO DEFAULT
38,60000,MORTGAGE,VENTURE,B,2700,11.99,8,15,NO DEFAULT
40,32000,RENT,DEBT CONSOLIDATION,D,8000,14.96,4,17,DEFAULT
39,33100,RENT,DEBT CONSOLIDATION,C,8000,14.26,9,12,DEFAULT
39,39996,RENT,EDUCATION,A,8000,7.14,9,16,NO DEFAULT
50,60000,MORTGAGE,DEBT CONSOLIDATION,A,2000,7.49,5,15,NO DEFAULT
41,60000,MORTGAGE,PERSONAL,D,16800,17.99,1,16,NO DEFAULT
38,60000,MORTGAGE,DEBT CONSOLIDATION,B,8000,10.99,8,13,NO DEFAULT
36,34000,RENT,HOME IMPROVEMENT,D,8000,17.74,6,17,DEFAULT
37,42000,RENT,DEBT CONSOLIDATION,B,8000,12.69,7,15,NO DEFAULT
39,60000,MORTGAGE,PERSONAL,B,4000,10.59,9,12,NO DEFAULT
46,60000,MORTGAGE,EDUCATION,A,3600,6.99,6,12,NO DEFAULT
40,60000,MORTGAGE,HOME IMPROVEMENT,C,3500,12.99,4,14,NO DEFAULT
37,43000,RENT,MEDICAL,B,8000,11.49,7,13,NO DEFAULT
43,60000,MORTGAGE,VENTURE,B,18000,10.99,3,11,NO DEFAULT
39,44000,RENT,MEDICAL,B,8000,12.53,9,14,NO DEFAULT
39,60000,OWN,VENTURE,D,6800,17.49,9,14,NO DEFAULT
48,60000,MORTGAGE,MEDICAL,B,8000,10.37,8,17,NO DEFAULT
37,45000,RENT,EDUCATION,B,8000,10.74,7,17,NO DEFAULT
41,39000,RENT,PERSONAL,D,8000,14.84,1,14,DEFAULT
38,60000,MORTGAGE,DEBT CONSOLIDATION,A,12000,7.66,8,15,NO DEFAULT
37,45000,RENT,EDUCATION,A,8000,9.63,7,17,NO DEFAULT
36,60000,OWN,PERSONAL,D,10225,17.51,6,13,NO DEFAULT
42,60000,MORTGAGE,HOME IMPROVEMENT,B,8850,10.37,2,16,NO DEFAULT
37,47004,RENT,EDUCATION,B,8000,10.99,7,12,NO DEFAULT
41,48000,RENT,EDUCATION,A,8000,5.99,1,15,NO DEFAULT
48,60000,MORTGAGE,DEBT CONSOLIDATION,A,2500,7.29,8,11,NO DEFAULT
41,60000,MORTGAGE,EDUCATION,D,4900,14.09,1,12,NO DEFAULT
36,50000,RENT,PERSONAL,D,8000,17.49,6,14,NO DEFAULT
43,50000,RENT,HOME IMPROVEMENT,A,8000,7.49,3,16,NO DEFAULT
37,50000,RENT,HOME IMPROVEMENT,B,8000,10.99,7,16,NO DEFAULT
37,54000,MORTGAGE,DEBT CONSOLIDATION,D,25000,15.57,7,16,DEFAULT
43,60000,MORTGAGE,MEDICAL,A,9250,5.79,3,17,NO DEFAULT
43,50000,RENT,HOME IMPROVEMENT,C,8000,12.84,3,17,NO DEFAULT
41,60000,OWN,PERSONAL,A,12000,6.91,1,13,NO DEFAULT
42,50000,RENT,HOME IMPROVEMENT,B,8000,10.14,2,15,NO DEFAULT
37,50000,RENT,DEBT CONSOLIDATION,C,8000,10.99,7,16,NO DEFAULT
47,44004,RENT,MEDICAL,B,8000,10.99,7,11,NO DEFAULT
36,50700,RENT,HOME IMPROVEMENT,B,8000,10.99,6,17,NO DEFAULT
41,60000,MORTGAGE,MEDICAL,C,3850,13.35,1,13,NO DEFAULT
36,51000,RENT,MEDICAL,C,8000,13.47,6,13,NO DEFAULT
39,60000,MORTGAGE,VENTURE,A,15000,6.91,9,14,NO DEFAULT
41,54000,MORTGAGE,VENTURE,C,5000,13.23,1,12,DEFAULT
36,60000,MORTGAGE,EDUCATION,A,15000,7.88,6,17,NO DEFAULT
38,53052,RENT,MEDICAL,B,8000,10.99,8,13,NO DEFAULT
38,60000,MORTGAGE,VENTURE,A,10000,7.51,8,14,NO DEFAULT
36,49000,RENT,DEBT CONSOLIDATION,D,8000,15.31,6,13,DEFAULT
36,60000,MORTGAGE,MEDICAL,A,13750,7.51,6,12,NO DEFAULT
41,57600,RENT,PERSONAL,A,8000,6.03,1,12,NO DEFAULT
36,53126,RENT,MEDICAL,D,8000,10.99,6,14,DEFAULT
37,60000,MORTGAGE,DEBT CONSOLIDATION,C,12000,12.73,7,15,NO DEFAULT
45,54000,MORTGAGE,EDUCATION,D,7750,16.07,5,13,DEFAULT
43,60000,RENT,MEDICAL,B,8000,10.37,3,16,NO DEFAULT
44,60000,MORTGAGE,HOME IMPROVEMENT,B,15000,10.99,4,13,NO DEFAULT
40,60000,MORTGAGE,VENTURE,D,4800,14.59,4,11,NO DEFAULT
39,60000,RENT,PERSONAL,B,8000,9.88,9,14,NO DEFAULT
40,61500,RENT,PERSONAL,B,8000,11.48,4,17,NO DEFAULT
39,60197,RENT,PERSONAL,A,5200,10.99,9,11,NO DEFAULT
38,60000,OWN,VENTURE,D,6000,14.96,8,14,NO DEFAULT
43,60000,MORTGAGE,HOME IMPROVEMENT,B,10000,9.88,3,16,NO DEFAULT
44,68000,RENT,EDUCATION,A,5150,7.9,4,14,NO DEFAULT
38,60000,MORTGAGE,EDUCATION,D,16000,16.35,8,17,NO DEFAULT
36,20000,RENT,PERSONAL,B,5075,11.48,6,11,DEFAULT
43,22800,RENT,MEDICAL,B,5075,10.59,3,12,NO DEFAULT
46,27600,RENT,MEDICAL,B,5050,10.99,6,11,NO DEFAULT
39,54000,MORTGAGE,PERSONAL,B,6000,11.83,9,16,NO DEFAULT
36,60000,MORTGAGE,EDUCATION,C,8000,13.92,6,15,NO DEFAULT
49,60000,OWN,PERSONAL,C,7000,10.99,9,13,NO DEFAULT
36,15000,RENT,PERSONAL,C,5000,10.59,6,11,DEFAULT
40,60000,MORTGAGE,MEDICAL,A,12000,8.94,4,15,NO DEFAULT
40,16800,RENT,PERSONAL,A,5000,8.94,4,17,DEFAULT
37,60000,OWN,HOME IMPROVEMENT,A,5000,9.32,7,12,NO DEFAULT
39,60000,MORTGAGE,MEDICAL,A,7000,7.68,9,15,NO DEFAULT
37,60000,MORTGAGE,HOME IMPROVEMENT,A,6000,9.32,7,16,NO DEFAULT
37,20004,RENT,DEBT CONSOLIDATION,B,5000,10.99,7,12,NO DEFAULT
40,60000,OWN,VENTURE,A,12000,9.63,4,13,NO DEFAULT
47,21000,RENT,DEBT CONSOLIDATION,D,5000,15.99,7,16,DEFAULT
37,21000,RENT,PERSONAL,D,5000,15.21,7,11,NO DEFAULT
36,54000,MORTGAGE,MEDICAL,D,10000,14.93,6,11,DEFAULT
37,24000,RENT,VENTURE,C,5000,14.65,7,14,NO DEFAULT
44,60000,OWN,PERSONAL,A,11800,8.63,4,12,NO DEFAULT
46,60000,MORTGAGE,EDUCATION,C,5000,11.72,6,16,NO DEFAULT
36,24000,RENT,EDUCATION,B,5000,10.36,6,17,NO DEFAULT
43,60000,MORTGAGE,MEDICAL,B,4800,9.64,3,13,NO DEFAULT
39,24000,RENT,EDUCATION,B,5000,11.14,9,12,NO DEFAULT
36,24960,RENT,VENTURE,A,5000,6.62,6,15,NO DEFAULT
36,60996,MORTGAGE,DEBT CONSOLIDATION,B,15000,9.63,6,14,NO DEFAULT
40,54996,MORTGAGE,PERSONAL,B,6000,9.76,4,14,NO DEFAULT
44,26400,RENT,EDUCATION,B,5000,10,4,11,NO DEFAULT
41,61000,MORTGAGE,DEBT CONSOLIDATION,B,15000,10.99,1,11,NO DEFAULT
39,61000,MORTGAGE,VENTURE,D,14000,16.29,9,17,NO DEFAULT
41,61000,MORTGAGE,PERSONAL,B,8500,10.99,1,14,NO DEFAULT
37,27036,RENT,VENTURE,B,5000,11.49,7,11,NO DEFAULT
38,27600,RENT,MEDICAL,D,5000,14.59,8,16,DEFAULT
38,55000,MORTGAGE,DEBT CONSOLIDATION,D,25000,10.99,8,14,DEFAULT
42,61000,OWN,PERSONAL,A,14400,7.51,2,17,NO DEFAULT
40,62000,RENT,DEBT CONSOLIDATION,A,8000,8.49,4,15,DEFAULT
42,62000,RENT,PERSONAL,B,8000,9.63,2,11,NO DEFAULT
36,61000,MORTGAGE,DEBT CONSOLIDATION,B,10000,10.25,6,12,NO DEFAULT
36,62000,RENT,DEBT CONSOLIDATION,B,8000,11.12,6,13,NO DEFAULT
45,61000,MORTGAGE,DEBT CONSOLIDATION,C,11600,13.48,5,11,NO DEFAULT
37,61000,MORTGAGE,DEBT CONSOLIDATION,C,10000,13.57,7,15,NO DEFAULT
45,61000,OWN,MEDICAL,C,20000,13.22,5,17,NO DEFAULT
39,61250,MORTGAGE,PERSONAL,A,5200,8.49,9,17,NO DEFAULT
37,61260,MORTGAGE,MEDICAL,A,6350,7.51,7,14,NO DEFAULT
38,65004,RENT,DEBT CONSOLIDATION,B,8000,11.83,8,11,NO DEFAULT
38,61450,OWN,VENTURE,A,12500,7.49,8,16,NO DEFAULT
37,68500,RENT,PERSONAL,A,8000,7.51,7,16,NO DEFAULT
36,68848,RENT,PERSONAL,B,8000,9.63,6,16,NO DEFAULT
39,61766,MORTGAGE,EDUCATION,A,5500,7.14,9,15,NO DEFAULT
49,61776,MORTGAGE,PERSONAL,B,12000,12.21,9,12,NO DEFAULT
45,56000,MORTGAGE,DEBT CONSOLIDATION,D,7000,16.29,5,12,DEFAULT
49,72000,RENT,DEBT CONSOLIDATION,A,8000,7.49,9,17,DEFAULT
40,62000,OWN,DEBT CONSOLIDATION,D,4800,10.99,4,16,NO DEFAULT
36,62000,MORTGAGE,VENTURE,C,6000,12.99,6,13,NO DEFAULT
39,62000,OWN,PERSONAL,A,7200,7.49,9,12,NO DEFAULT
39,75000,RENT,VENTURE,A,8000,6.54,9,15,NO DEFAULT
40,62000,MORTGAGE,DEBT CONSOLIDATION,A,2600,7.66,4,14,NO DEFAULT
37,74000,RENT,EDUCATION,D,8000,16.89,7,15,DEFAULT
43,62000,MORTGAGE,HOME IMPROVEMENT,A,5000,7.88,3,14,NO DEFAULT
38,62000,MORTGAGE,HOME IMPROVEMENT,A,15000,7.88,8,12,NO DEFAULT
43,62000,MORTGAGE,EDUCATION,B,20000,10.25,3,14,NO DEFAULT
36,87000,RENT,MEDICAL,C,8000,14.65,6,14,NO DEFAULT
36,62000,MORTGAGE,DEBT CONSOLIDATION,A,7500,8.59,6,14,NO DEFAULT
45,87000,RENT,DEBT CONSOLIDATION,C,8000,13.11,5,15,NO DEFAULT
44,88000,RENT,EDUCATION,B,8000,10.38,4,12,NO DEFAULT
36,62000,MORTGAGE,EDUCATION,A,4800,8,6,12,NO DEFAULT
38,86105,RENT,MEDICAL,A,8000,6.54,8,17,DEFAULT
37,108000,RENT,EDUCATION,B,8000,10.46,7,14,DEFAULT
36,126252,RENT,MEDICAL,A,8000,7.14,6,11,NO DEFAULT
39,116000,RENT,VENTURE,C,8000,15.27,9,11,DEFAULT
36,62400,MORTGAGE,DEBT CONSOLIDATION,A,2400,7.49,6,14,NO DEFAULT
36,62400,MORTGAGE,PERSONAL,D,12000,16.89,6,14,NO DEFAULT
46,135000,RENT,VENTURE,C,8000,10.99,6,14,NO DEFAULT
36,62400,MORTGAGE,VENTURE,C,14100,12.98,6,14,NO DEFAULT
40,164000,RENT,DEBT CONSOLIDATION,A,8000,10.99,4,17,DEFAULT
37,62400,MORTGAGE,VENTURE,D,10000,14.61,7,17,NO DEFAULT
40,62400,MORTGAGE,EDUCATION,E,7000,19.13,4,12,NO DEFAULT
48,40000,RENT,DEBT CONSOLIDATION,C,8050,12.98,8,13,NO DEFAULT
41,62500,MORTGAGE,HOME IMPROVEMENT,A,5000,8.49,1,15,NO DEFAULT
45,140000,RENT,EDUCATION,A,8175,5.99,5,17,NO DEFAULT
48,56500,MORTGAGE,DEBT CONSOLIDATION,B,15000,11.14,8,11,NO DEFAULT
38,62691,OWN,VENTURE,C,6000,13.49,8,13,NO DEFAULT
36,56900,MORTGAGE,VENTURE,E,6200,10.99,6,11,NO DEFAULT
45,63000,MORTGAGE,VENTURE,B,12000,9.91,5,13,NO DEFAULT
37,33280,RENT,DEBT CONSOLIDATION,C,8400,13.92,7,11,NO DEFAULT
38,36000,RENT,MEDICAL,C,8400,13.22,8,16,NO DEFAULT
37,42000,RENT,VENTURE,C,8400,13.49,7,15,NO DEFAULT
39,63000,MORTGAGE,PERSONAL,A,15000,10.99,9,15,NO DEFAULT
36,57000,MORTGAGE,HOME IMPROVEMENT,B,1500,9.62,6,16,NO DEFAULT
42,36000,RENT,MEDICAL,D,8400,16.32,2,15,DEFAULT
38,42552,RENT,PERSONAL,C,8400,13.49,8,14,NO DEFAULT
39,48000,RENT,MEDICAL,C,8400,12.53,9,17,NO DEFAULT
42,44000,RENT,EDUCATION,C,8400,13.57,2,13,DEFAULT
36,63000,MORTGAGE,MEDICAL,A,4200,7.14,6,13,NO DEFAULT
46,48000,RENT,EDUCATION,E,8400,18.54,6,16,DEFAULT
36,63177,MORTGAGE,MEDICAL,A,6250,7.49,6,12,NO DEFAULT
37,70000,RENT,HOME IMPROVEMENT,A,8400,7.49,7,15,NO DEFAULT
38,63500,OWN,EDUCATION,B,2400,11.36,8,12,NO DEFAULT
36,63599,MORTGAGE,HOME IMPROVEMENT,A,5200,7.91,6,14,NO DEFAULT
41,73000,RENT,EDUCATION,D,8550,14.3,1,16,DEFAULT
40,63996,MORTGAGE,EDUCATION,B,12000,10.25,4,17,NO DEFAULT
40,65000,RENT,MEDICAL,A,8700,7.88,4,13,NO DEFAULT
42,64000,MORTGAGE,DEBT CONSOLIDATION,A,2300,6.99,2,12,NO DEFAULT
43,54000,RENT,EDUCATION,A,8725,7.29,3,14,NO DEFAULT
45,64000,MORTGAGE,MEDICAL,A,6000,7.29,5,14,NO DEFAULT
36,45600,RENT,PERSONAL,D,8775,12.36,6,17,NO DEFAULT
43,64000,MORTGAGE,MEDICAL,A,15000,7.88,3,17,NO DEFAULT
42,22000,RENT,PERSONAL,A,9000,7.66,2,11,DEFAULT
49,58000,MORTGAGE,PERSONAL,D,16000,15.33,9,13,DEFAULT
45,24600,RENT,EDUCATION,B,9000,10.65,5,14,DEFAULT
42,27000,RENT,MEDICAL,B,9000,11.11,2,16,DEFAULT
36,64064,MORTGAGE,VENTURE,B,9500,10.99,6,15,NO DEFAULT
36,30000,RENT,EDUCATION,B,9000,12.18,6,17,NO DEFAULT
49,64800,MORTGAGE,HOME IMPROVEMENT,D,6625,18.25,9,16,NO DEFAULT
39,30000,RENT,DEBT CONSOLIDATION,D,9000,16.89,9,16,DEFAULT
43,36000,RENT,MEDICAL,A,9000,5.79,3,17,NO DEFAULT
50,58800,MORTGAGE,DEBT CONSOLIDATION,D,22000,17.74,5,15,DEFAULT
36,64973,MORTGAGE,EDUCATION,B,9000,10.59,6,13,NO DEFAULT
36,36000,RENT,DEBT CONSOLIDATION,C,9000,12.73,6,17,NO DEFAULT
38,36000,RENT,MEDICAL,B,9000,11.83,8,11,NO DEFAULT
42,65000,OWN,EDUCATION,A,22750,8.9,2,12,NO DEFAULT
37,65000,MORTGAGE,PERSONAL,B,11000,9.91,7,16,NO DEFAULT
36,65000,MORTGAGE,EDUCATION,C,23325,15.27,6,14,NO DEFAULT
38,65000,MORTGAGE,MEDICAL,C,10000,13.49,8,12,NO DEFAULT
39,65000,MORTGAGE,EDUCATION,A,15000,7.9,9,14,NO DEFAULT
43,65000,OWN,MEDICAL,B,15000,11.71,3,13,NO DEFAULT
43,65000,MORTGAGE,VENTURE,D,7200,16.29,3,17,NO DEFAULT
37,44700,RENT,DEBT CONSOLIDATION,A,9000,8.59,7,16,DEFAULT
43,65000,MORTGAGE,VENTURE,A,6000,7.49,3,17,NO DEFAULT
40,44940,RENT,EDUCATION,A,9000,8.94,4,13,NO DEFAULT
37,59000,MORTGAGE,DEBT CONSOLIDATION,D,15000,17.99,7,12,DEFAULT
38,45600,RENT,VENTURE,D,9000,16.29,8,13,NO DEFAULT
41,45600,RENT,DEBT CONSOLIDATION,B,9000,10,1,12,NO DEFAULT
36,48960,RENT,EDUCATION,B,9000,10.99,6,12,NO DEFAULT
37,59000,MORTGAGE,MEDICAL,D,12000,15.62,7,12,DEFAULT
37,45000,RENT,PERSONAL,B,9000,11.71,7,12,DEFAULT
39,65000,MORTGAGE,EDUCATION,D,6000,15.62,9,14,NO DEFAULT
36,65000,MORTGAGE,VENTURE,A,6500,5.79,6,16,NO DEFAULT
41,40000,RENT,PERSONAL,A,9200,7.49,1,13,NO DEFAULT
49,50000,RENT,DEBT CONSOLIDATION,B,9200,10.99,9,16,NO DEFAULT
37,44004,RENT,PERSONAL,C,9200,12.84,7,13,DEFAULT
42,65000,MORTGAGE,MEDICAL,B,10000,10.74,2,13,NO DEFAULT
38,65000,MORTGAGE,EDUCATION,B,15000,10.36,8,17,NO DEFAULT
38,65000,OWN,HOME IMPROVEMENT,B,3600,8.88,8,15,NO DEFAULT
47,65000,MORTGAGE,HOME IMPROVEMENT,C,7000,14.35,7,11,NO DEFAULT
41,31000,RENT,HOME IMPROVEMENT,D,9250,16.49,1,13,DEFAULT
36,58000,RENT,HOME IMPROVEMENT,C,9275,14.72,6,16,NO DEFAULT
37,65000,MORTGAGE,PERSONAL,B,4000,10.75,7,15,NO DEFAULT
36,65000,MORTGAGE,VENTURE,B,7000,11.49,6,11,NO DEFAULT
38,65000,OWN,PERSONAL,B,8000,10.62,8,14,NO DEFAULT
43,65000,MORTGAGE,EDUCATION,B,24000,10.99,3,13,NO DEFAULT
36,65000,MORTGAGE,VENTURE,C,4000,13.48,6,12,NO DEFAULT
49,65000,MORTGAGE,PERSONAL,B,12000,10.62,9,17,NO DEFAULT
41,33000,RENT,VENTURE,A,9400,8.9,1,16,NO DEFAULT
36,23004,RENT,PERSONAL,B,9450,10.37,6,13,DEFAULT
38,65000,MORTGAGE,MEDICAL,C,11500,13.92,8,16,NO DEFAULT
39,38604,RENT,MEDICAL,B,9500,10.62,9,11,NO DEFAULT
38,34000,RENT,MEDICAL,D,9500,14.46,8,15,DEFAULT
43,50000,RENT,HOME IMPROVEMENT,B,9500,9.88,3,15,NO DEFAULT
41,65000,MORTGAGE,HOME IMPROVEMENT,B,20000,12.21,1,13,NO DEFAULT
37,58000,RENT,EDUCATION,B,9500,9.96,7,15,NO DEFAULT
36,60000,RENT,EDUCATION,A,9500,7.14,6,12,NO DEFAULT
42,65000,MORTGAGE,DEBT CONSOLIDATION,A,6000,9.32,2,16,NO DEFAULT
36,55000,RENT,EDUCATION,D,9500,15.62,6,12,DEFAULT
38,58000,RENT,MEDICAL,D,9500,16.35,8,16,DEFAULT
47,65000,RENT,EDUCATION,B,9500,11.89,7,14,NO DEFAULT
44,70000,RENT,EDUCATION,C,9500,14.22,4,14,NO DEFAULT
41,28800,RENT,MEDICAL,C,9600,13.49,1,16,DEFAULT
40,32000,RENT,DEBT CONSOLIDATION,B,9600,9.88,4,14,NO DEFAULT
44,65004,MORTGAGE,EDUCATION,B,25000,11.86,4,17,NO DEFAULT
37,65004,MORTGAGE,MEDICAL,B,17000,11.26,7,13,NO DEFAULT
43,59004,MORTGAGE,PERSONAL,D,15000,10.99,3,13,DEFAULT
38,40000,RENT,PERSONAL,B,9600,11.11,8,11,NO DEFAULT
37,65379,MORTGAGE,PERSONAL,B,10000,10.39,7,13,NO DEFAULT
36,65458,MORTGAGE,MEDICAL,A,8000,7.29,6,13,NO DEFAULT
42,42000,RENT,VENTURE,C,9600,13.23,2,15,NO DEFAULT
41,65500,MORTGAGE,VENTURE,A,3000,10.99,1,15,NO DEFAULT
47,59827,MORTGAGE,EDUCATION,D,6000,15.58,7,15,DEFAULT
45,65993,MORTGAGE,EDUCATION,D,9000,14.59,5,15,NO DEFAULT
41,66000,MORTGAGE,VENTURE,A,10000,6.62,1,12,NO DEFAULT
37,54696,RENT,PERSONAL,B,9600,9.99,7,12,NO DEFAULT
40,66000,OWN,MEDICAL,C,6125,14.65,4,17,NO DEFAULT
48,66000,MORTGAGE,HOME IMPROVEMENT,A,12475,6.62,8,11,NO DEFAULT
44,55000,RENT,PERSONAL,B,9600,11.26,4,16,NO DEFAULT
36,62000,RENT,DEBT CONSOLIDATION,A,9600,9.32,6,11,DEFAULT
37,78000,RENT,MEDICAL,C,9600,12.99,7,16,NO DEFAULT
44,66000,MORTGAGE,PERSONAL,C,5000,13.48,4,11,NO DEFAULT
36,60000,MORTGAGE,DEBT CONSOLIDATION,D,13000,14.11,6,14,DEFAULT
36,85000,RENT,PERSONAL,A,9600,7.51,6,15,NO DEFAULT
37,66150,OWN,PERSONAL,C,17000,12.73,7,17,NO DEFAULT
39,66200,MORTGAGE,VENTURE,B,13750,9.88,9,16,NO DEFAULT
38,66420,MORTGAGE,MEDICAL,A,5550,5.99,8,11,NO DEFAULT
37,60000,RENT,VENTURE,C,9700,13.61,7,11,NO DEFAULT
44,24300,RENT,VENTURE,D,9750,16.77,4,15,DEFAULT
48,66948,MORTGAGE,VENTURE,B,24000,10.62,8,12,NO DEFAULT
37,19896,RENT,EDUCATION,D,10000,17.14,7,11,DEFAULT
44,67000,MORTGAGE,HOME IMPROVEMENT,B,3000,10.99,4,14,NO DEFAULT
42,22800,RENT,EDUCATION,B,10000,10.99,2,17,DEFAULT
38,23000,RENT,EDUCATION,C,10000,13.48,8,16,DEFAULT
39,67000,MORTGAGE,HOME IMPROVEMENT,B,15000,10.37,9,15,NO DEFAULT
36,24000,RENT,DEBT CONSOLIDATION,B,10000,11.86,6,15,DEFAULT
37,24000,RENT,DEBT CONSOLIDATION,B,10000,9.76,7,13,DEFAULT
43,61000,MORTGAGE,DEBT CONSOLIDATION,D,16000,10.99,3,17,DEFAULT
37,25000,RENT,MEDICAL,D,10000,16.29,7,11,DEFAULT
42,25000,RENT,MEDICAL,A,10000,6.99,2,17,DEFAULT
39,61020,MORTGAGE,DEBT CONSOLIDATION,D,9975,13.99,9,11,DEFAULT
38,67200,MORTGAGE,EDUCATION,A,8000,7.9,8,11,NO DEFAULT
42,25320,RENT,HOME IMPROVEMENT,D,10000,14.84,2,14,DEFAULT
45,26000,RENT,MEDICAL,A,10000,8.49,5,13,DEFAULT
36,26000,RENT,PERSONAL,D,10000,15.31,6,14,DEFAULT
37,26400,RENT,MEDICAL,D,10000,19.03,7,12,DEFAULT
37,67600,MORTGAGE,EDUCATION,B,33000,9.99,7,15,NO DEFAULT
45,52569,MORTGAGE,MEDICAL,E,10400,19.47,5,12,NO DEFAULT
38,67870,MORTGAGE,DEBT CONSOLIDATION,B,5000,10.99,8,15,NO DEFAULT
46,30000,RENT,DEBT CONSOLIDATION,C,10000,13.49,6,12,DEFAULT
39,68000,MORTGAGE,PERSONAL,C,16000,13.49,9,13,NO DEFAULT
50,68000,MORTGAGE,PERSONAL,B,10000,11.49,5,13,NO DEFAULT
37,30000,RENT,MEDICAL,B,10000,9.25,7,16,DEFAULT
43,68000,OWN,EDUCATION,A,5000,6.99,3,15,NO DEFAULT
37,68000,OWN,VENTURE,A,7000,7.29,7,11,NO DEFAULT
38,30000,RENT,EDUCATION,A,10000,7.51,8,14,DEFAULT
43,68000,MORTGAGE,PERSONAL,C,7000,12.61,3,11,NO DEFAULT
42,68000,MORTGAGE,VENTURE,A,5000,7.51,2,17,NO DEFAULT
39,30400,RENT,MEDICAL,D,10000,15.7,9,15,DEFAULT
38,30500,RENT,EDUCATION,C,10000,14.22,8,12,DEFAULT
40,68000,MORTGAGE,PERSONAL,A,9200,8.94,4,11,NO DEFAULT
36,31200,RENT,EDUCATION,A,10000,6.91,6,15,DEFAULT
36,68000,OTHER,PERSONAL,A,7200,9.63,6,15,NO DEFAULT
40,31504,RENT,MEDICAL,D,10000,10.99,4,13,DEFAULT
42,32000,RENT,PERSONAL,B,10000,11.71,2,11,DEFAULT
42,32000,RENT,VENTURE,B,10000,10.38,2,15,DEFAULT
37,32000,RENT,DEBT CONSOLIDATION,C,10000,13.79,7,15,DEFAULT
40,32400,RENT,DEBT CONSOLIDATION,B,10000,10,4,14,DEFAULT
37,33000,RENT,VENTURE,A,10000,5.99,7,11,NO DEFAULT
44,68500,MORTGAGE,PERSONAL,D,14300,15.31,4,17,NO DEFAULT
36,35000,RENT,VENTURE,B,10000,10.99,6,15,NO DEFAULT
45,35000,RENT,DEBT CONSOLIDATION,A,10000,8.49,5,11,DEFAULT
38,29000,RENT,DEBT CONSOLIDATION,D,10000,10.99,8,16,DEFAULT
47,69000,MORTGAGE,VENTURE,A,20000,6.54,7,12,NO DEFAULT
37,69000,OWN,HOME IMPROVEMENT,A,12000,9.32,7,13,NO DEFAULT
41,36000,RENT,DEBT CONSOLIDATION,A,10000,6.03,1,15,DEFAULT
45,36000,RENT,MEDICAL,B,10000,11.11,5,11,NO DEFAULT
45,69600,OWN,VENTURE,A,6000,7.9,5,13,NO DEFAULT
43,36000,RENT,MEDICAL,A,10000,8.94,3,11,NO DEFAULT
36,69736,MORTGAGE,VENTURE,D,2500,17.04,6,14,NO DEFAULT
42,69996,MORTGAGE,PERSONAL,A,10000,7.66,2,12,NO DEFAULT
37,69996,MORTGAGE,PERSONAL,B,5000,10.99,7,16,NO DEFAULT
40,69996,OTHER,HOME IMPROVEMENT,B,6000,12.53,4,11,NO DEFAULT
50,69996,OWN,VENTURE,A,8000,9.32,5,17,NO DEFAULT
38,38000,RENT,DEBT CONSOLIDATION,A,10000,8.59,8,15,DEFAULT
50,39204,RENT,VENTURE,A,10000,5.99,5,12,NO DEFAULT
45,64000,MORTGAGE,PERSONAL,A,4800,8.9,5,17,NO DEFAULT
48,70000,MORTGAGE,HOME IMPROVEMENT,A,21600,7.51,8,11,NO DEFAULT
39,70000,MORTGAGE,PERSONAL,A,12500,7.9,9,12,NO DEFAULT
37,39870,RENT,MEDICAL,B,10000,10.65,7,14,NO DEFAULT
37,70000,MORTGAGE,VENTURE,B,30000,10.65,7,14,NO DEFAULT
40,70000,MORTGAGE,MEDICAL,A,18000,7.9,4,12,NO DEFAULT
38,70000,MORTGAGE,EDUCATION,A,17000,6.03,8,13,NO DEFAULT
39,70000,MORTGAGE,MEDICAL,A,19500,7.9,9,14,NO DEFAULT
38,40000,RENT,PERSONAL,D,10000,16.29,8,12,NO DEFAULT
41,70000,MORTGAGE,PERSONAL,B,5000,12.69,1,12,NO DEFAULT
36,64000,MORTGAGE,DEBT CONSOLIDATION,D,6800,18.39,6,12,DEFAULT
48,40000,RENT,MEDICAL,A,10000,10.99,8,17,NO DEFAULT
42,70000,MORTGAGE,VENTURE,A,10500,6.99,2,12,NO DEFAULT
36,70000,MORTGAGE,DEBT CONSOLIDATION,A,6000,5.42,6,16,NO DEFAULT
47,41000,RENT,MEDICAL,C,10000,13.79,7,16,NO DEFAULT
48,70000,MORTGAGE,HOME IMPROVEMENT,D,9000,14.54,8,17,NO DEFAULT
46,70000,MORTGAGE,PERSONAL,A,8000,7.29,6,13,NO DEFAULT
40,70000,MORTGAGE,HOME IMPROVEMENT,A,12000,5.79,4,14,NO DEFAULT
